Vendor ID,Vendor Name,External ID,Description,Website,Use Case,HQ Location,Security Contact Email,Trust Center URL,Products,Status,Vendor Tags,Next Assessment Date,Inherent Risk Score,Inherent Risk Level,Residual Risk Score,Residual Risk Level,Assessment Outcome,Risk Analyst Emails,Relationship Owner Emails,Watcher Emails,Department Watchers,Primary Contact Name,Primary Contact Email,Primary Contact Title,Secondary Contact Name,Secondary Contact Email,Secondary Contact Title,Date Created,Last Assessed,Assessment Score,Services,Are there products that are outsourced/hosted?,Auto Renewal,Category,City,Contract end date,Country,Does accessing the vendor application require a login user account?,Foreign/Domestic Entities?,Required Notification Date,State,Street Address 1,Street Address 2,Vendor Key,Zip/Postal Code,Eligibility Gates Inherent Risk Level,Eligibility Gates Residual Risk Level,BSA/ AML & Sanctions Inherent Risk Level,BSA/ AML & Sanctions Residual Risk Level,Financial Condition& Liquidity Inherent Risk Level,Financial Condition& Liquidity Residual Risk Level,Security & Resilience Inherent Risk Level,Security & Resilience Residual Risk Level,"Legal, Regulatory & Disclosures Inherent Risk Level","Legal, Regulatory & Disclosures Residual Risk Level",Governance & Authority Inherent Risk Level,Governance & Authority Residual Risk Level,Network & Third-Party Inherent Risk Level,Network & Third-Party Residual Risk Level,Integration Technical Inherent Risk Level,Integration Technical Residual Risk Level,Ongoing Monitoring Inherent Risk Level,Ongoing Monitoring Residual Risk Level
cbvndr_ce5a572ed11045f6b780fc6b2d08f568,Coverbase,,Vendor risk management platform,coverbase.ai,Vendor management and compliance automation,"San Francisco, CA",,https://docs.coverbase.com/security/compliance,,Created,,,,,,,,,,,,,,,,,,2026-07-07 19:27:48,2026-07-07 19:28:06,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
